	Tweets_Ago	Compound	Negative	Neutral	Positive	Target	Word
72	72	0.6114	0.0	0.8	0.2	@FOX	"I had a pleasure of being on @changelog chatting about community, inclusion, remote work and more ? Have a listen!

https://t.co/wHeUuOKIUH"
73	73	-0.3382	0.107	0.893	0.0	@FOX	@MylesBorins I reckon we’ll go to Modern Art Museum as it opens and then head to Södermalm for ?? at Drop Coffee!
74	74	0.6369	0.0	0.417	0.583	@FOX	@eubenesa love Moderat ??
75	75	0.4926	0.0	0.834	0.166	@FOX	Here are my slides for “Building Inclusive Communities” closing keynote at #nordicjs. Let’s build a better future!… https://t.co/LfG1AUK5tN
76	76	0.0	0.0	1.0	0.0	@FOX	@rachsmithtweets ???
77	77	0.8271	0.0	0.726	0.274	@FOX	I’m excited about the future and being able to shape my career and life however I want to. Been waiting two years to regain this freedom ??
78	78	0.6588	0.0	0.747	0.253	@FOX	Nordic.js is currently live streamed! Tune in for great speakers and talks ?? https://t.co/GeVZq6nonA
79	79	0.4588	0.0	0.75	0.25	@FOX	@TheSpacepony Me and @benschwarz are getting in tomorrow evening :)
80	80	0.6239	0.0	0.729	0.271	@FOX	"@OphelieLechat wow, that’s a bit late for snow!

also, some goodies here: https://t.co/9ZlVrYnEkL"
81	81	0.9312	0.0	0.402	0.598	@FOX	@BradleyGauthier ?? thank you for your kind words Bradley! Hope you’ll find it helpful :)
82	82	-0.2895	0.182	0.735	0.083	@FOX	"RT @esthrbrunnr: ""The web is for everyone. So leave no one behind."" - Important take-away from @ireaderinokun talk #FEC17 https://t.co/3R57…"
83	83	0.0	0.0	1.0	0.0	@FOX	"“Working ethically is a non-negotiable part of the job.”

—Mike Monteiro

#fec17"
84	84	0.7345	0.0	0.564	0.436	@FOX	Hallo Zürich! Good to be back home in Europe :)
85	85	0.807	0.0	0.696	0.304	@FOX	Hey @dan_abramov; thank you for your ongoing support for the community, enabling newcomers and making it easier to build for the Web!
86	86	0.5267	0.0	0.812	0.188	@FOX	RT @corey_latislaw: My not-so-stealthy plan for getting more speakers on stage: Privately encourage someone. Tell them they matter &amp; you wa…
87	87	-0.5423	0.636	0.364	0.0	@FOX	@charliesome I am livid
88	88	0.0	0.0	1.0	0.0	@FOX	As someone who has been doing community and D&amp;I work for a while though I think it’s crucial to prioritise your own well-being and health ?
89	89	0.6588	0.0	0.785	0.215	@FOX	"“Because femininity is not antithetical to engineering and logic.”

Great t-shirt from @sailorhg. Get one! ?… https://t.co/aCz4RctpeB"
90	90	0.6369	0.0	0.536	0.464	@FOX	@bram_stein Yep. My partner @benschwarz is speaking :)
91	91	0.0	0.0	1.0	0.0	@FOX	@evilhackerdude You need @figmadesign ??
92	92	0.0	0.0	1.0	0.0	@FOX	@tessthornton hahahaha, genius ?
93	93	0.0	0.0	1.0	0.0	@FOX	RT @CleverTitleTK: Boom. ??? https://t.co/j7W0jjcveQ
94	94	0.4588	0.0	0.833	0.167	@FOX	@rhodesjason I’ll publish a transcript as soon as I’m done delivering it :) (~3 weeks from now)
95	95	0.0	0.0	1.0	0.0	@FOX	@mattschaar link to the event? ?
96	96	0.0	0.0	1.0	0.0	@FOX	WebP is an Open Source image format authored by Google, offering up to 32% bandwidth savings. Try it! #perfmatters https://t.co/F1qFG6XEjd
97	97	0.7644	0.0	0.378	0.622	@FOX	Take care of yourself, friends! https://t.co/GYDxNYfd92
98	98	0.509	0.0	0.752	0.248	@FOX	@brianloveswords omg, there are so many! but Zooey never fails. https://t.co/4sRXEXidbS
99	99	-0.1027	0.165	0.734	0.101	@FOX	"RT @gembarrett: Never underestimate how hard it is for someone to say ""no"" when you ask if they're ok."
0	0	0.0	0.0	1.0	0.0	@nytimes	“This may actually send a message to the fraternities that they need to do more” https://t.co/529xSK7lvU
1	1	0.0	0.0	1.0	0.0	@nytimes	Golden Globes Briefing: Golden Globes 2018: What to Watch For https://t.co/h3XDdS0798
2	2	-0.6369	0.234	0.766	0.0	@nytimes	Paraguayan students were once beaten and humiliated for speaking Guaraní. Now, schools are required to teach the la… https://t.co/qRmBHMf3i2
3	3	0.0	0.0	1.0	0.0	@nytimes	New Jersey is now the last state in the nation where drivers are not allowed to pump their own gasoline https://t.co/jSbFU0HcVk
4	4	0.0	0.0	1.0	0.0	@nytimes	A man who turned his basement outside Chicago into a makeshift homeless shelter has been ordered to shut it down https://t.co/dO9nPlnIcI
5	5	-0.3919	0.231	0.654	0.115	@nytimes	Southwest settled a class action lawsuit for $15 million but denied having entered into any unlawful agreements wit… https://t.co/qobYcbboDU
6	6	0.1531	0.146	0.677	0.177	@nytimes	Evidence suggests that stricter measures to discourage smoking would make even smokers themselves happier https://t.co/CVy9scdjwJ
7	7	-0.296	0.18	0.82	0.0	@nytimes	"Where pot entrepreneurs go when the banks just say no
https://t.co/c2aadcWF1C"
8	8	0.3818	0.0	0.874	0.126	@nytimes	President Trump asked Congress for $18 billion for a border wall. In exchange, he offered to protect young undocume… https://t.co/6NbLrdkxSt
9	9	0.6705	0.0	0.776	0.224	@nytimes	RT @nytopinion: For decades, the United States was a global beacon for those who embraced liberal values. China’s rise is a blunt counterpo…
10	10	-0.4588	0.136	0.864	0.0	@nytimes	Schools in Baltimore don't have heat. Teachers say students have been forced to attend classes bundled up in coats,… https://t.co/7ZdqywuYHA
11	11	0.4754	0.118	0.647	0.236	@nytimes	"Even the most eager consumers of ""fake news"" are reading far more of the real kind, a new study finds https://t.co/wKRK8pyQf7"
12	12	0.2732	0.0	0.9	0.1	@nytimes	North Korea accepted the South’s proposal that the two Koreas hold the negotiations at the border village of Panmun… https://t.co/ISq6WbvZLf
13	13	-0.3182	0.187	0.813	0.0	@nytimes	Alabama newspaper executive resigns after admitting he once spanked a reporter https://t.co/3LAC5FyCoo
14	14	-0.1779	0.106	0.821	0.072	@nytimes	Exclusive reporting on the Russia inquiry: President Trump ordered his lawyer to stop Jeff Sessions from recusing h… https://t.co/SahtkvL10m
15	15	0.0	0.0	1.0	0.0	@nytimes	"""You should be able to walk in off the street and see the art just as you can enter a public library and read the b… https://t.co/BmFXHA14qx"
16	16	0.0	0.0	1.0	0.0	@nytimes	RT @nytopinion: How about Matt Damon refuses to show up to work until his female co-stars are paid as much as he is? https://t.co/fXtNFQCeOQ
17	17	-0.5859	0.192	0.808	0.0	@nytimes	President Trump signed an executive order to disband a White House commission investigating claims of voter fraud https://t.co/ZKU1CnxZ9c
18	18	0.0	0.0	1.0	0.0	@nytimes	Donald Trump is watching from the sidelines as the two Koreas open a dialogue https://t.co/kxf2ls5Juk
19	19	-0.5789	0.181	0.819	0.0	@nytimes	"RT @NYTNational: So, what is this ""bomb cyclone"" that the East Coast is grappling with? @henryfountain explains. https://t.co/rzOexRbFzd"
20	20	-0.6597	0.221	0.779	0.0	@nytimes	NYC schools will be closed Thursday as a storm threatens to bring snow, wind and bitter cold across the East Coast https://t.co/rjulDAKCP5
21	21	0.0844	0.1	0.785	0.115	@nytimes	Twitter says President Trump's North Korea tweet didn't violate its terms of service. But would it ever suspend or… https://t.co/YWONMqdQ3k
22	22	0.0	0.0	1.0	0.0	@nytimes	Will Hollywood learn from this moment of reckoning or will it be business as usual in 2018? @AOScott and… https://t.co/tr4J0EkOr6
23	23	0.0	0.0	1.0	0.0	@nytimes	Morning Briefing: Here's what you need to know to start your day https://t.co/94FkRcBbfV https://t.co/bZyCa6Eox9
24	24	-0.7845	0.434	0.566	0.0	@nytimes	13 monkeys were killed in a fire at a UK safari park https://t.co/BClp737HuT
25	25	-0.6059	0.247	0.685	0.068	@nytimes	The Korean War has been called “the Forgotten War” in the United States, but it set the stage for decades of tension https://t.co/2urIaHnGLT
26	26	0.4767	0.0	0.709	0.291	@nytimes	Want in-flight entertainment? You may have to bring your own screen. https://t.co/EywbRnQnRb
27	27	-0.5423	0.212	0.788	0.0	@nytimes	Read The New York Times investigation into allegations of sexual harassment at Vice: https://t.co/2xdmoPRu6c
28	28	0.3612	0.0	0.884	0.116	@nytimes	The Dutch, like many elsewhere, are living longer than in previous generations. As they do, courses are teaching th… https://t.co/XGgeD5Kopu
29	29	0.34	0.0	0.876	0.124	@nytimes	"""The time has come to express our biblical right to the land,"" Israel's public security minister said https://t.co/raxNQsbNEQ"
30	30	0.0	0.0	1.0	0.0	@nytimes	Opinion: From an identity politics that emphasized our common humanity, we’ve gone to an identity politics that emp… https://t.co/8sF0jlNN8c
31	31	0.3254	0.0	0.873	0.127	@nytimes	RT @rpogrebin: BREAKING SCOOP: Peter Martins out as head of City Ballet in wake of allegations  https://t.co/NKv97K66YY
32	32	-0.4588	0.205	0.709	0.087	@nytimes	Prospects are dire for the youngest Rohingya refugees. “We have no idea how all these children are going to process… https://t.co/WrX9wCZ1YG
33	33	0.4404	0.0	0.847	0.153	@nytimes	Doctors at a veterans hospital in Oregon say a push for better ratings are putting patients at risk… https://t.co/yVoy3Z4uoC
34	34	0.2023	0.111	0.737	0.153	@nytimes	At Veterans Hospital in Oregon, a Push for Better Ratings Puts Patients at Risk, Doctors Say https://t.co/gXOFsxqp0U
35	35	-0.4939	0.216	0.684	0.1	@nytimes	There's a water crisis in Cape Town. Travelers should be prepared (and can help). https://t.co/iyc2bAWm9D https://t.co/0u2gcXPQo9
36	36	-0.7096	0.371	0.629	0.0	@nytimes	Fatal ‘Swatting’ Episode in Kansas Raises Quandary: Who Is to Blame? https://t.co/TgqOTbFHYD
37	37	0.2023	0.0	0.899	0.101	@nytimes	In 2016, George Papadopoulos, a Trump foreign policy adviser, revealed to a top Australian diplomat over drinks tha… https://t.co/fjRl5Z2idG
38	38	0.0	0.0	1.0	0.0	@nytimes	Many Germans feel left behind, Angela Merkel said in her New Year's address. She pledged to “have an eye on the nee… https://t.co/mGOaw1uziQ
39	39	-0.296	0.091	0.909	0.0	@nytimes	"""There’s no word or phrase that names a mother who is wheeled to the hospital doors without her baby in her arms —… https://t.co/Cmhq5QQxOi"
40	40	0.0	0.0	1.0	0.0	@nytimes	Astronomers have their noses pressed against the windows of the unknown, wanting to believe in life elsewhere https://t.co/kg3rfpEYDy
41	41	0.4215	0.0	0.763	0.237	@nytimes	A Year of Animal Oddities Around the World: 7 Reader Favorites https://t.co/EOyBFrPLa2
42	42	0.128	0.0	0.923	0.077	@nytimes	RT @nytpolitics: A Pennsylvania judge said Friday the state’s Congressional districts were drawn to give Republicans an advantage, but they…
43	43	0.4588	0.106	0.648	0.245	@nytimes	Brussels forbids regular tents on its streets. Origami-style cardboard tents are giving homeless people a safe way… https://t.co/j1mae8cC01
44	44	0.6808	0.136	0.467	0.397	@nytimes	What love and sadness look like in 5 countries, according to their top GIFs https://t.co/QqR7WK9BH1
45	45	0.0	0.0	1.0	0.0	@nytimes	Astronomers have their noses pressed against the windows of the unknown, wanting to believe in life elsewhere https://t.co/eB5IUEsbZd
46	46	0.0	0.0	1.0	0.0	@nytimes	RT @NYTSports: Bowl game roundup: Northwestern edged Kentucky in a wild finish at the Music City Bowl. https://t.co/kR0xtS0WlY https://t.co…
47	47	0.0	0.0	1.0	0.0	@nytimes	The NYT obituary for Sue Grafton https://t.co/Rgnb9rstqa
48	48	0.0	0.0	1.0	0.0	@nytimes	Astronomers have their noses pressed against the windows of the unknown, wanting to believe in life elsewhere https://t.co/nbPodFHX47
49	49	-0.1531	0.127	0.773	0.1	@nytimes	Yeah, it's cold. So cold that polar-bear plunges are being canceled because of fears of frostbite and hypothermia. https://t.co/ZV6bCmE0Nh
50	50	-0.296	0.104	0.896	0.0	@nytimes	South Korea has seized a Hong Kong-flagged oil tanker accused of transferring 600 tons of refined oil to a North Ko… https://t.co/Xu7xouzIS5
51	51	-0.4497	0.18	0.82	0.0	@nytimes	President Trump cast doubt on the reality of climate change, but he appeared unaware of the distinction between wea… https://t.co/gUCA2PoFoY
52	52	0.0	0.0	1.0	0.0	@nytimes	"Opinion: My models are the mothers ""who cradle a baby with one arm and try to overthrow an illegitimate government… https://t.co/r443EFbHPn"
53	53	0.0	0.0	1.0	0.0	@nytimes	RT @joecoscarelli: what do Drake, Katy Perry, the Weeknd, Rihanna, Calvin Harris, Nicki Minaj, Big Sean, Halsey, Maroon 5, Travis Scott and…
54	54	-0.4939	0.158	0.842	0.0	@nytimes	Investigators noted numerous failings and found that the FDA didn't always evaluate health hazards in a timely mann… https://t.co/oD13t2ukF5
55	55	0.0	0.0	1.0	0.0	@nytimes	The Year in Pictures: To pause and look back is a revelation https://t.co/wOtaNg2JWP https://t.co/vE1vv5i8ob
56	56	-0.875	0.4	0.6	0.0	@nytimes	The brutal killings of 2 women and 2 children in upstate New York have stunned the city of Troy https://t.co/j6mCpkTadL
57	57	0.5106	0.0	0.837	0.163	@nytimes	4 years ago, Bill Clinton swore in Bill de Blasio. On Monday, Bernie Sanders will do the honors. https://t.co/10L9kPWPBW
58	58	-0.4576	0.2	0.8	0.0	@nytimes	In medicine, the term “evidence-based” causes more arguments than you might expect https://t.co/RGJmfQPZ0b
59	59	-0.34	0.124	0.876	0.0	@nytimes	Opinion: The escalating rivalry between Iran and Saudi Arabia has alarmed foreign policy experts. But feminists hav… https://t.co/FUFoTULIap
60	60	0.296	0.0	0.891	0.109	@nytimes	Trump insisted the health law was “essentially” being repealed. But what remains of it appears relatively stable an… https://t.co/4Qi2FLlDrS
61	61	-0.6369	0.234	0.766	0.0	@nytimes	Having excluded Aleksei Navalny from the ballot, the Kremlin worries that he could still cause President Putin head… https://t.co/n8GKtn3ZXv
62	62	0.4019	0.0	0.881	0.119	@nytimes	Power prices fell below zero in Germany over the weekend. Yes, that means consumers were actually paid to use power. https://t.co/z42IHXYaK6
63	63	0.2023	0.0	0.904	0.096	@nytimes	Opinion: When we answer melodrama with melodrama, we’re playing Trump's game, by his rules, and he wins,… https://t.co/uHuKmNdQn6
64	64	0.0	0.0	1.0	0.0	@nytimes	The Betoota Advocate is increasingly one of Australia's most widely read newspapers. It's also completely made up. https://t.co/EM2PgZU2PC
65	65	0.0	0.0	1.0	0.0	@nytimes	El gobierno de Enrique Peña Nieto gasta millones de dólares en publicidad en medios y así logra control sobre la co… https://t.co/8m0BQ8x8AE
66	66	0.0	0.0	1.0	0.0	@nytimes	Major news events in 2017 were big — often big enough to be seen from far above https://t.co/kI2Ff7dVWg
67	67	0.1027	0.097	0.787	0.116	@nytimes	A Mexican newspaper gets an infusion of government cash. Now, a critic says, “The paper has been like a spokesman f… https://t.co/arqlhrW007
68	68	0.5256	0.0	0.82	0.18	@nytimes	"If you want to raise a reader, be a reader https://t.co/4BAddK5CHV

This was one of our most popular stories on social media this year."
69	69	0.6369	0.0	0.792	0.208	@nytimes	"What music do Americans love the most? We made a playlist for each neighborhood. https://t.co/hPTn1poVQv

This was… https://t.co/L1nMuTuGBP"
70	70	-0.25	0.1	0.9	0.0	@nytimes	Reporters checked back in with some of the people who stuck with them long after the stories ran https://t.co/wCeAZVSPqw
71	71	-0.5423	0.149	0.851	0.0	@nytimes	Sometimes it seems as if we’re living under a constant barrage of heavy news. But it isn’t all bad out there. https://t.co/TY97dv9hRS
72	72	-0.2732	0.174	0.826	0.0	@nytimes	Duterte’s Son Quits Post After Battling Daughter on Social Media https://t.co/CEsU5df2bB
73	73	0.0	0.0	1.0	0.0	@nytimes	What’s big and shiny and gold and features Donald Trump’s name splashed across the front? https://t.co/Wa1L8VCXaH
74	74	-0.8979	0.548	0.452	0.0	@nytimes	Parents Killed After Warning Daughter About Boyfriend’s Racist Views, Family Says https://t.co/rpz7QK0bc0
75	75	-0.4019	0.184	0.816	0.0	@nytimes	Watch: A blind Syrian refugee finds his way in New York #Daily360 https://t.co/DVcbARbguH https://t.co/uhq5qhvOoY
76	76	0.0	0.0	1.0	0.0	@nytimes	These charts list the full range of outcomes for teams that are already in or have a mathematical shot at the playo… https://t.co/KOYEQCAqru
77	77	0.4482	0.169	0.57	0.261	@nytimes	This coming year, let’s resolve to set better resolutions. (Sorry, sorry, we couldn't help ourselves.) https://t.co/UTl6qqrg3M
78	78	-0.6908	0.388	0.612	0.0	@nytimes	Why the new blood pressure guidelines could lead to harm https://t.co/L74nOmWJ0t
79	79	0.4754	0.0	0.872	0.128	@nytimes	John Skipper held one of the most powerful jobs in sports as the president of ESPN. This week, he suddenly resigned… https://t.co/jTvg2e8bBD
80	80	-0.6249	0.298	0.702	0.0	@nytimes	Russia is using extradition requests to block U.S. trials of accused Russian cybercriminals https://t.co/LvOPSKnP5Q
81	81	-0.6908	0.388	0.612	0.0	@nytimes	Yemen’s War Enters a Dark Stage as Rebels Squeeze the Capital https://t.co/g81nx4P7FF
82	82	-0.5106	0.13	0.87	0.0	@nytimes	He was in prison for 26 years, and a chef for 24 of them. Now he's opening his own restaurant in Jersey City. https://t.co/o4bqCCLTj9
83	83	0.8555	0.0	0.606	0.394	@nytimes	For some pop stars, a holiday album is a chance to perfect the classics. For others, it’s a chance to dismantle the… https://t.co/J5qtcdaQoI
84	84	-0.4019	0.124	0.876	0.0	@nytimes	Trump signed the most consequential tax legislation in 3 decades, even as he complained that he has not been given… https://t.co/3dGuFB5j02
85	85	-0.3506	0.114	0.886	0.0	@nytimes	Ranjuma and her family are Rohingya. They escaped violent persecution —  but found that Myanmar wasn’t the end of t… https://t.co/KLWTUVjI2u
86	86	-0.7506	0.314	0.686	0.0	@nytimes	A boat. A rickshaw. A funeral. Times journalists spent 4 days with a Rohingya family after they fled violent persec… https://t.co/6ZI1Sw95DR
87	87	0.0	0.0	1.0	0.0	@nytimes	Morning Briefing: Here's what you need to know to start your day https://t.co/7Cayqj0FUR
88	88	0.0516	0.093	0.805	0.102	@nytimes	U.S. calls for the UN Security Council to vote on a proposed resolution to impose new sanctions on North Korea, inc… https://t.co/5g5LhIuLTv
89	89	0.0	0.0	1.0	0.0	@nytimes	RT @NYTScience: The Ursids is the last meteor shower you might be able to catch in 2017. It peaks tomorrow night. https://t.co/oRwOPyGh21
90	90	0.0	0.0	1.0	0.0	@nytimes	Introducing the Year in Pictures. To pause and look back is a revelation. https://t.co/rWY77LdrH5
91	91	-0.5574	0.159	0.841	0.0	@nytimes	The Times’s Sports editor explains the selection process for the visuals showing the bodies of climbers who died on… https://t.co/xlKvMHTjs6
92	92	0.8402	0.0	0.529	0.471	@nytimes	"12 small but indelible pleasures that brightened up a dark year 
 https://t.co/BDIYDeqkq9"
93	93	0.0	0.0	1.0	0.0	@nytimes	A look back at 2017, in pictures https://t.co/TxYnJj1pxZ https://t.co/9HfP0ARslf
94	94	0.0	0.0	1.0	0.0	@nytimes	Here's a way to figure out what will happen with your taxes https://t.co/uiEqVHxqi2
95	95	-0.5994	0.196	0.804	0.0	@nytimes	Mexico was the deadliest country for journalists outside a war zone this year, an advocacy group reports https://t.co/96eKoe029n
96	96	0.0	0.0	1.0	0.0	@nytimes	Facebook's job ads are raising concerns about age discrimination https://t.co/AJSUZGRjmd
97	97	0.0	0.0	1.0	0.0	@nytimes	At least 27 people stepped over him on their way to the summit and again on their way down before the climbing seas… https://t.co/kNijizqv87
98	98	0.8176	0.0	0.681	0.319	@nytimes	"Review: ""The Greatest Showman"" gives us the real story of P.T. Barnum. And what fun is that?
 https://t.co/XJnG7iHKB4"
99	99	0.3612	0.0	0.878	0.122	@nytimes	Breaking News: The $1.5 trillion Republican tax overhaul is ready for President Trump's signature after the House v… https://t.co/hPpDd1OYPU
